track_id,track_name,artist_name,artist_genres,album_name,track_popularity,explicit,track_duration_min,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,"art pop, pop",Disease,70,False,3.83,0.562,0.917,-2.768,0.117,0.0513,0.0,0.488,0.501,100.987
3bg2qahpZmsg5wV2EMPXIk,Forever Young,David Guetta,edm,Forever Young,73,False,2.61,0.558,0.655,-5.476,0.0379,0.208,0.0,0.0854,0.39,129.89
5vNRhkKd0yEAg8suGBpjeY,APT.,ROSÉ,k-pop,APT.,88,False,2.83,0.777,0.783,-4.477,0.26,0.0283,0.0,0.355,0.939,149.027
5vNRhkKd0yEAg8suGBpjeY,APT.,ROSÉ,k-pop,APT.,88,False,2.83,0.777,0.783,-4.477,0.26,0.0283,0.0,0.355,0.939,149.027
1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,Tyla,afrobeats,TYLA +,80,False,2.61,0.683,0.814,-3.505,0.0466,0.277,0.00826,0.0858,0.758,93.482
1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,Tyla,afrobeats,TYLA +,80,False,2.61,0.683,0.814,-3.505,0.0466,0.277,0.00826,0.0858,0.758,93.482
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,k-pop,Mantra,73,True,2.27,0.894,0.725,-4.984,0.0432,0.00434,1.15e-05,0.0815,0.838,116.988
1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop",Timeless,19,True,4.26,0.769,0.722,-5.485,0.0507,0.0584,2.56e-06,0.111,0.57,119.973
1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop",Timeless,19,True,4.26,0.769,0.722,-5.485,0.0507,0.0584,2.56e-06,0.111,0.57,119.973
1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop",Timeless,19,True,4.26,0.769,0.722,-5.485,0.0507,0.0584,2.56e-06,0.111,0.57,119.973
1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop",Timeless,19,True,4.26,0.769,0.722,-5.485,0.0507,0.0584,2.56e-06,0.111,0.57,119.973
1cOboCuWYI2osTOfolMRS6,Tu Boda,Oscar Maydon,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño, sierreño",Tu Boda,83,True,3.76,0.694,0.651,-6.968,0.0784,0.496,1.36e-05,0.0787,0.471,112.648
1cOboCuWYI2osTOfolMRS6,Tu Boda,Oscar Maydon,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño, sierreño",Tu Boda,83,True,3.76,0.694,0.651,-6.968,0.0784,0.496,1.36e-05,0.0787,0.471,112.648
1cOboCuWYI2osTOfolMRS6,Tu Boda,Oscar Maydon,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño, sierreño",Tu Boda,83,True,3.76,0.694,0.651,-6.968,0.0784,0.496,1.36e-05,0.0787,0.471,112.648
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,rap,MIXTAPE PLUTO,74,True,2.31,0.863,0.754,-5.851,0.0611,0.00125,0.0,0.0913,0.301,131.001
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,"nu metal, rap metal, rock, alternative metal",The Emptiness Machine,77,True,3.17,0.466,0.872,-3.344,0.0336,0.0156,0.0,0.121,0.806,184.115
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,"nu metal, rap metal, rock, alternative metal",The Emptiness Machine,77,True,3.17,0.466,0.872,-3.344,0.0336,0.0156,0.0,0.121,0.806,184.115
1d7Ptw3qYcfpdLNL5REhtJ,Taste,Sabrina Carpenter,pop,Short n' Sweet,69,False,2.62,0.67,0.91,-4.07,0.0634,0.0939,0.0,0.304,0.786,112.966
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,pop,Short n' Sweet,85,True,2.92,0.699,0.776,-5.282,0.0293,0.131,5.36e-06,0.205,0.708,103.963
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,pop,Short n' Sweet,83,True,3.71,0.633,0.725,-4.257,0.0427,0.0461,0.0,0.205,0.64,130.504
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,pop,Short n' Sweet,82,False,2.86,0.739,0.727,-5.968,0.0426,0.0678,0.0,0.104,0.676,94.99
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,pop,Short n' Sweet,83,True,3.1,0.675,0.586,-6.086,0.0531,0.257,0.0,0.104,0.621,107.015
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,"art pop, pop",Die With A Smile,91,False,4.19,0.521,0.592,-7.777,0.0304,0.308,0.0,0.122,0.535,157.969
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,"art pop, pop",Die With A Smile,91,False,4.19,0.521,0.592,-7.777,0.0304,0.308,0.0,0.122,0.535,157.969
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,"art pop, pop",Die With A Smile,91,False,4.19,0.521,0.592,-7.777,0.0304,0.308,0.0,0.122,0.535,157.969
7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),LISA,k-pop,New Woman (feat. ROSALÍA),69,True,2.99,0.477,0.854,-4.715,0.275,0.0858,0.0,0.065,0.314,140.515
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,k-pop,Touch,86,False,2.16,0.739,0.904,-2.655,0.0442,0.549,1.03e-05,0.0948,0.788,167.033
5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),HUGEL,"latin house, afro house, techengue",I Adore You (feat. Daecolm),84,False,3.56,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),HUGEL,"latin house, afro house, techengue",I Adore You (feat. Daecolm),84,False,3.56,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),HUGEL,"latin house, afro house, techengue",I Adore You (feat. Daecolm),84,False,3.56,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,k-pop,MUSE,86,False,2.84,0.66,0.756,-3.743,0.032,0.00289,0.0,0.193,0.838,116.034
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,k-pop,MUSE,86,False,2.84,0.66,0.756,-3.743,0.032,0.00289,0.0,0.193,0.838,116.034
2yR2sziCF4WEs3klW1F38d,KEEP UP,Odetari,"hyperpop, nightcore",KEEP UP // FROSTBITE,75,True,2.22,0.476,0.829,-3.806,0.0658,0.0172,0.00916,0.167,0.505,139.198
0OA00aPt3BV10qeMIs3meW,Big Dawgs,Hanumankind,"malayalam hip hop, desi hip hop",Big Dawgs,76,True,3.17,0.464,0.745,-3.202,0.161,0.0235,0.0,0.363,0.262,180.098
0OA00aPt3BV10qeMIs3meW,Big Dawgs,Hanumankind,"malayalam hip hop, desi hip hop",Big Dawgs,76,True,3.17,0.464,0.745,-3.202,0.161,0.0235,0.0,0.363,0.262,180.098
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,k-pop,Rockstar,74,True,2.3,0.668,0.628,-4.692,0.046,0.129,0.0,0.0293,0.568,140.053
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,"reggaeton, latin, urbano latino",Si Antes Te Hubiera Conocido,83,False,3.26,0.924,0.668,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,"reggaeton, latin, urbano latino",Si Antes Te Hubiera Conocido,83,False,3.26,0.924,0.668,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,"reggaeton, latin, urbano latino",Si Antes Te Hubiera Conocido,83,False,3.26,0.924,0.668,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,"reggaeton, latin, urbano latino",Si Antes Te Hubiera Conocido,83,False,3.26,0.924,0.668,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027
1BJJbSX6muJVF2AK7uH1x4,Move,Adam Port,"afro house, house, afro tech",Move,82,False,2.95,0.727,0.782,-8.529,0.042,0.0563,0.336,0.225,0.655,119.992
1BJJbSX6muJVF2AK7uH1x4,Move,Adam Port,"afro house, house, afro tech",Move,82,False,2.95,0.727,0.782,-8.529,0.042,0.0563,0.336,0.225,0.655,119.992
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,"hyperpop, art pop",BRAT,76,True,2.23,0.857,0.62,-8.13,0.0472,0.646,0.244,0.0934,0.796,120.042
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,"hyperpop, art pop",BRAT,76,False,2.52,0.804,0.957,-5.452,0.034,0.125,0.0174,0.114,0.962,126.035
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,pop,Please Please Please,79,True,3.1,0.669,0.586,-6.073,0.054,0.274,0.0,0.104,0.579,107.071
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,pop,Please Please Please,79,True,3.1,0.669,0.586,-6.073,0.054,0.274,0.0,0.104,0.579,107.071
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,bedroom pop,Submarine,89,False,3.94,0.705,0.339,-10.612,0.0278,0.552,0.0814,0.12,0.457,97.989
2HYFX63wP3otVIvopRS99Z,Houdini,Eminem,"rap, hip hop",Houdini,75,True,3.78,0.936,0.887,-2.76,0.0683,0.0292,1.88e-06,0.0582,0.889,127.003
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Central Cee,"uk drill, drill, uk grime",BAND4BAND (feat. Lil Baby),73,True,2.34,0.882,0.764,-5.241,0.204,0.359,0.0,0.119,0.886,140.113
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Central Cee,"uk drill, drill, uk grime",BAND4BAND (feat. Lil Baby),73,True,2.34,0.882,0.764,-5.241,0.204,0.359,0.0,0.119,0.886,140.113
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Central Cee,"uk drill, drill, uk grime",BAND4BAND (feat. Lil Baby),73,True,2.34,0.882,0.764,-5.241,0.204,0.359,0.0,0.119,0.886,140.113
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,"alternative pop, electropop, dark pop",HIT ME HARD AND SOFT,94,False,3.5,0.747,0.507,-10.171,0.0358,0.2,0.0608,0.117,0.438,104.978
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,"alternative pop, electropop, dark pop",HIT ME HARD AND SOFT,94,False,3.5,0.747,0.507,-10.171,0.0358,0.2,0.0608,0.117,0.438,104.978
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,"alternative pop, electropop, dark pop",HIT ME HARD AND SOFT,94,False,3.5,0.747,0.507,-10.171,0.0358,0.2,0.0608,0.117,0.438,104.978
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,"alternative pop, electropop, dark pop",HIT ME HARD AND SOFT,92,False,4.35,0.467,0.247,-12.002,0.0431,0.612,0.000271,0.17,0.126,148.101
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,"alternative pop, electropop, dark pop",HIT ME HARD AND SOFT,92,False,4.35,0.467,0.247,-12.002,0.0431,0.612,0.000271,0.17,0.126,148.101
4Na2HfNSr58chvfX69fy36,one of wun,Gunna,melodic rap,One of Wun,80,True,2.4,0.915,0.453,-4.589,0.27,0.0872,0.000163,0.104,0.287,139.943
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,"pop, hip hop, country",I Had Some Help,80,True,2.97,0.638,0.855,-4.86,0.0264,0.00757,0.0,0.245,0.731,127.986
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,"pop, hip hop, country",I Had Some Help,80,True,2.97,0.638,0.855,-4.86,0.0264,0.00757,0.0,0.245,0.731,127.986
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,"hip hop, west coast hip hop",Not Like Us,86,True,4.56,0.898,0.472,-7.001,0.0776,0.0107,0.0,0.141,0.214,101.061
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,"hip hop, west coast hip hop",Not Like Us,86,True,4.56,0.898,0.472,-7.001,0.0776,0.0107,0.0,0.141,0.214,101.061
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,"hip hop, west coast hip hop",Not Like Us,86,True,4.56,0.898,0.472,-7.001,0.0776,0.0107,0.0,0.141,0.214,101.061
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,"hip hop, west coast hip hop",Not Like Us,86,True,4.56,0.898,0.472,-7.001,0.0776,0.0107,0.0,0.141,0.214,101.061
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),Taylor Swift,"country, pop, indie, folk",THE TORTURED POETS DEPARTMENT,81,False,3.81,0.504,0.386,-10.976,0.0308,0.502,1.53e-05,0.0961,0.281,192.004
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,"country, pop, indie, folk",THE TORTURED POETS DEPARTMENT,80,True,3.63,0.701,0.751,-8.39,0.0502,0.123,0.0,0.15,0.22,129.994
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,pop,Espresso,84,True,2.92,0.701,0.76,-5.478,0.0285,0.107,6.54e-05,0.185,0.69,103.969
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,pop,Espresso,84,True,2.92,0.701,0.76,-5.478,0.0285,0.107,6.54e-05,0.185,0.69,103.969
5bi0gh89wRuH2OgjdAKFsb,Santa,Rvssian,trap latino,Santa,74,False,3.21,0.725,0.709,-5.017,0.129,0.321,0.000189,0.114,0.648,99.993
2tudvzsrR56uom6smgOcSf,Like That,Future,rap,WE DON'T TRUST YOU,82,True,4.46,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.119,0.312,162.012
2tudvzsrR56uom6smgOcSf,Like That,Future,rap,WE DON'T TRUST YOU,82,True,4.46,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.119,0.312,162.012
28drn6tQo95MRvO0jQEo5C,Type Shit,Future,rap,WE DON'T TRUST YOU,80,True,3.8,0.64,0.552,-5.679,0.129,0.0215,0.0,0.119,0.112,144.941
28drn6tQo95MRvO0jQEo5C,Type Shit,Future,rap,WE DON'T TRUST YOU,80,True,3.8,0.64,0.552,-5.679,0.129,0.0215,0.0,0.119,0.112,144.941
28drn6tQo95MRvO0jQEo5C,Type Shit,Future,rap,WE DON'T TRUST YOU,80,True,3.8,0.64,0.552,-5.679,0.129,0.0215,0.0,0.119,0.112,144.941
28drn6tQo95MRvO0jQEo5C,Type Shit,Future,rap,WE DON'T TRUST YOU,80,True,3.8,0.64,0.552,-5.679,0.129,0.0215,0.0,0.119,0.112,144.941
67smGwuPEtA6GAfeweAVNO,SLAY!,Eternxlkz,"phonk, brazilian phonk",SLAY!,76,True,1.78,0.681,0.773,-4.706,0.0345,0.0863,0.734,0.0978,0.504,129.923
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,pop,eternal sunshine,79,False,3.81,0.645,0.646,-8.334,0.0427,0.0615,3.04e-05,0.074,0.295,115.842
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,pop,eternal sunshine,79,False,3.81,0.645,0.646,-8.334,0.0427,0.0615,3.04e-05,0.074,0.295,115.842
57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,Bryson Tiller,"trap soul, r&b",Whatever She Wants,76,True,2.68,0.803,0.512,-6.871,0.066,0.128,0.0,0.0928,0.435,96.02
6XjDF6nds4DE2BBbagZol6,Gata Only,FloyyMenor,reggaeton chileno,Gata Only,84,True,3.7,0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.0899,0.669,99.986
4VL5XwfATZuAVTW471Wpro,FUNKED UP - SLOWED,xxanteria,"phonk, brazilian phonk",FUNKED UP,71,False,1.92,0.755,0.927,0.254,0.0645,0.00288,0.925,0.0567,0.702,109.952
0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,Alok,"brazilian bass, electronic, slap house, electro house",Deep In Your Love,65,False,2.41,0.588,0.88,-5.15,0.0354,0.0243,6.89e-05,0.0667,0.523,130.085
05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",BELLAKEO,71,True,3.28,0.72,0.88,-2.834,0.101,0.0562,0.06,0.153,0.463,180.011
7bywjHOc0wSjGGbj04XbVi,LUNA,Feid,"reggaeton, urbano latino",FERXXOCALIPSIS,84,False,3.28,0.774,0.86,-2.888,0.13,0.131,0.0,0.116,0.446,100.019
7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,LXNGVX,"phonk, brazilian phonk",Montagem Mysterious Game,72,False,1.72,0.537,0.64,-10.441,0.104,0.146,0.878,0.157,0.222,130.051
69phA1R4gmQsBFRQ3INW8C,ONE CALL,Rich Amiri,rage rap,Ghetto Fabulous,73,True,2.02,0.65,0.539,-7.281,0.0561,0.00617,2.67e-05,0.114,0.253,158.105
17cia5k4BpGVlyEfqrFH50,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,"pop rock, alternative pop, pop punk",The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),74,False,3.42,0.409,0.347,-8.159,0.0359,0.834,4.55e-06,0.121,0.199,141.332
3nNmRE0DxHC6ZaKkrpUumS,FINA,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",nadie sabe lo que va a pasar mañana,74,True,3.6,0.847,0.724,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601
4qSEvFGCpde73gqIuq3sho,HIBIKI,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",nadie sabe lo que va a pasar mañana,72,True,3.46,0.801,0.645,-5.605,0.0706,0.604,0.0,0.118,0.528,119.935
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",nadie sabe lo que va a pasar mañana,80,True,4.45,0.787,0.621,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",nadie sabe lo que va a pasar mañana,82,True,2.71,0.911,0.778,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",nadie sabe lo que va a pasar mañana,82,True,2.71,0.911,0.778,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),Drake,rap,For All The Dogs,72,True,4.12,0.475,0.655,-7.342,0.33,0.0306,0.0,0.375,0.245,163.997
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),Drake,rap,For All The Dogs,75,True,4.33,0.673,0.672,-8.577,0.224,0.0466,0.000284,0.193,0.14,136.902
6rjuKpPydT2SxN15TZpV7r,500lbs,Lil Tecca,"melodic rap, rap",TEC,78,True,2.4,0.724,0.779,-5.412,0.0807,0.098,0.0,0.127,0.53,123.013
6QT6j7rKt7Vk3IuV2AUO9W,lacy,Olivia Rodrigo,"pop rock, alternative pop, pop punk",GUTS,81,False,2.95,0.395,0.367,-7.653,0.0324,0.815,0.0,0.11,0.426,77.968
3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,rap,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),84,True,3.17,0.47,0.652,-9.629,0.0561,0.0831,4.08e-05,0.175,0.104,141.981
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,rap,UTOPIA,83,True,3.19,0.569,0.882,-2.777,0.06,0.0316,0.0,0.142,0.201,148.038
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,rap,UTOPIA,83,True,3.19,0.569,0.882,-2.777,0.06,0.0316,0.0,0.142,0.201,148.038
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop",The Idol Episode 4 (Music from the HBO Original Series),91,False,4.07,0.264,0.64,-6.221,0.0442,0.0393,2.31e-06,0.151,0.19,84.828
4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,melodic rap,a Gift & a Curse,78,True,2.08,0.847,0.622,-6.747,0.0903,0.119,0.0,0.285,0.22,130.001
4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,melodic rap,a Gift & a Curse,78,True,2.08,0.847,0.622,-6.747,0.0903,0.119,0.0,0.285,0.22,130.001
2FDTHlrBguDzQkp7PVj16Q,Sprinter,Dave,"grime, uk grime, uk drill, drill",Sprinter,81,True,3.81,0.918,0.681,-4.705,0.201,0.263,0.0,0.0615,0.706,139.057
2FDTHlrBguDzQkp7PVj16Q,Sprinter,Dave,"grime, uk grime, uk drill, drill",Sprinter,81,True,3.81,0.918,0.681,-4.705,0.201,0.263,0.0,0.0615,0.706,139.057
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,pop,Dance The Night (From Barbie The Album),80,False,2.94,0.671,0.845,-4.93,0.048,0.0207,0.0,0.329,0.775,110.056
6pD0ufEQq0xdHSsRbg9LBK,un x100to,Grupo Frontera,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera, corridos bélicos",un x100to,75,False,3.24,0.569,0.724,-4.076,0.0474,0.228,0.0,0.27,0.562,83.118
5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,"pop, hip hop, country",Chemical,74,True,3.06,0.49,0.88,-4.856,0.0435,0.00154,0.0,0.103,0.392,169.949
